Name,GP,MIN,FGA,FG%,EFG%,FTM,FT%,OREB,DREB,AST,STL,BLK,TOV,Target
Eric Maynor,81,15.7,4.5,41.8,45.6,0.6,72.2,0.3,1.3,3.3,0.5,0.1,1.1,1
A.J. Price,56,15.4,6.3,41.0,50.0,1.1,80.0,0.2,1.4,1.9,0.6,0.1,1.1,1
Karl-Anthony Towns,82,32.0,14.1,54.2,55.3,2.7,81.1,2.8,7.7,2.0,0.7,1.7,2.2,0
Jordan Hill,47,13.3,4.3,49.3,48.8,1.0,67.6,1.6,2.1,0.4,0.3,0.5,0.6,1
Austin Daye,69,13.3,4.3,46.4,51.2,0.7,82.1,0.5,2.0,0.5,0.4,0.4,0.7,1
Chris Hunter,60,13.1,3.6,50.2,50.0,0.9,75.4,0.9,1.9,0.6,0.2,0.6,0.5,0
Jon Brockman,52,12.6,2.0,53.4,55.0,0.7,59.7,2.0,2.1,0.4,0.3,0.1,0.4,0
Garrett Temple,27,12.4,3.7,43.6,50.0,1.3,70.0,0.2,0.9,0.8,0.5,0.2,1.0,1
Jodie Meeks,60,12.0,4.5,38.8,45.6,0.5,79.5,0.1,1.5,0.7,0.3,0.1,0.4,1
Dante Cunningham,63,11.2,3.4,49.5,50.0,0.5,64.6,0.9,1.7,0.2,0.4,0.3,0.2,1
DeMarre Carroll,71,11.2,3.1,39.6,38.7,0.5,62.3,0.7,1.4,0.5,0.4,0.1,0.3,1
Jeff Ayres,39,10.4,1.7,66.2,64.7,0.5,90.0,0.6,1.9,0.0,0.2,0.4,0.3,1
Jeff Teague,71,10.1,3.2,39.6,42.2,0.6,83.7,0.1,0.9,1.7,0.5,0.1,0.7,1
Derrick Brown,57,9.4,2.6,46.3,46.2,0.8,66.7,0.5,0.8,0.3,0.4,0.2,0.3,0
DaJuan Summers,44,9.2,3.0,35.4,38.3,0.6,71.1,0.3,0.7,0.4,0.2,0.2,0.4,0
Gerald Henderson,43,8.3,2.4,35.6,39.6,0.8,74.5,0.3,0.9,0.3,0.2,0.2,0.3,1
Earl Clark,51,7.5,3.0,37.1,36.7,0.5,72.2,0.4,0.9,0.4,0.1,0.3,0.5,1
Cedric Jackson,12,6.3,1.7,30.0,32.4,0.6,58.3,0.2,0.5,1.2,0.3,0.2,0.9,0
Marcus Landry,18,6.2,2.4,37.2,47.9,0.2,60.0,0.3,0.8,0.0,0.1,0.1,0.3,0
Jahlil Okafor,53,30.0,14.7,50.8,51.0,2.5,68.6,2.3,4.7,1.2,0.4,1.1,2.3,0
Lester Hudson,25,5.2,2.1,39.6,42.9,0.4,84.6,0.3,0.4,0.5,0.3,0.1,0.6,0
O.J. Mayo,82,38.0,15.6,43.8,50.0,3.0,87.9,0.7,3.1,3.2,1.1,0.2,2.8,1
Derrick Rose,81,37.0,14.9,47.5,48.3,2.4,78.8,1.2,2.7,6.3,0.8,0.2,2.5,1
Eric Gordon,78,34.3,11.6,45.6,53.0,3.8,85.4,0.6,2.0,2.8,1.0,0.5,2.1,1
Russell Westbrook,82,32.5,13.4,39.8,41.0,4.3,81.5,2.2,2.7,5.3,1.3,0.2,3.3,1
Mario Chalmers,82,32.0,8.1,42.0,50.6,1.8,76.7,0.5,2.3,4.9,1.9,0.1,2.0,1
Brook Lopez,82,30.5,10.3,53.1,53.4,2.1,79.3,2.7,5.4,1.0,0.5,1.8,1.8,1
Jason Thompson,82,28.1,8.7,49.7,49.4,2.4,69.2,2.9,4.5,1.1,0.6,0.7,1.8,1
D.J. Augustin,72,26.5,8.6,43.0,51.7,2.9,89.3,0.2,1.6,3.5,0.6,0.0,1.6,1
Justise Winslow,78,28.6,5.9,42.2,45.8,1.0,68.4,1.0,4.1,1.5,0.9,0.3,1.2,0
Kevin Love,81,25.3,8.5,45.9,45.9,3.3,78.9,3.4,5.7,1.0,0.4,0.6,1.5,1
Courtney Lee,77,25.2,7.0,45.0,53.6,1.0,83.0,0.2,2.1,1.2,1.0,0.2,0.9,1
Michael Beasley,81,24.8,11.8,47.2,49.2,2.3,77.2,1.4,4.1,1.0,0.5,0.5,1.5,1
Brandon Rush,75,24.0,7.7,42.3,48.1,0.6,69.7,0.5,2.7,0.9,0.5,0.5,1.0,1
Anthony Morrow,67,22.6,8.0,47.8,55.6,1.2,87.0,1.2,1.8,1.2,0.5,0.2,0.8,1
Greg Oden,61,21.5,5.8,56.4,55.2,2.4,63.7,2.8,4.2,0.5,0.4,1.1,1.4,0
Kyle Weaver,56,20.8,4.4,45.9,52.3,0.7,70.7,0.6,1.8,1.8,0.8,0.5,1.2,0
Ryan Anderson,66,19.9,6.2,39.3,46.8,1.5,84.5,1.6,3.1,0.8,0.7,0.3,0.9,1
Darrell Arthur,76,19.3,5.7,43.8,43.9,0.5,66.7,1.4,3.1,0.6,0.7,0.7,0.6,1
George Hill,77,16.5,4.8,40.3,42.7,1.5,78.1,0.4,1.7,1.8,0.6,0.3,1.0,1
Marreese Speights,79,16.0,6.4,50.2,50.0,1.3,77.3,1.6,2.2,0.4,0.3,0.7,0.6,1
JaVale McGee,75,15.2,5.2,49.4,48.1,1.4,66.0,1.6,2.3,0.3,0.4,1.0,0.8,1
Mike Taylor,51,15.1,5.2,41.2,45.2,1.1,69.1,0.4,1.3,2.1,0.7,0.0,1.4,0
DeAndre Jordan,53,14.5,2.8,63.3,64.3,0.8,38.5,1.4,3.1,0.2,0.2,1.1,0.8,1
Roy Hibbert,70,14.4,6.0,47.1,46.7,1.4,66.7,1.6,1.8,0.7,0.3,1.1,0.8,1
Bobby Brown,68,13.7,5.3,39.2,46.2,0.5,79.1,0.2,0.6,1.7,0.3,0.0,0.9,0
D'Angelo Russell,80,28.2,12.0,41.0,47.5,1.8,73.7,0.6,2.8,3.3,1.2,0.2,2.5,0
Chris Douglas-Roberts,44,13.3,4.0,46.0,46.2,1.2,82.3,0.3,0.8,1.2,0.3,0.2,0.7,1
Jerryd Bayless,53,12.4,3.6,36.5,37.5,1.6,80.6,0.2,0.9,1.5,0.3,0.0,1.1,1
Cory Alexander,59,12.1,4.2,41.6,44.0,1.0,69.9,0.7,1.2,0.7,0.3,0.5,0.9,1
Cory Alexander,60,9.3,2.6,40.6,50.0,0.3,64.0,0.2,0.6,2.0,0.5,0.0,1.1,1
Kosta Koufos,48,11.8,3.9,50.8,51.3,0.8,70.6,1.0,1.8,0.4,0.3,0.7,0.5,1
Rob Kurz,40,11.1,3.3,38.9,45.5,1.0,80.0,0.8,1.2,0.5,0.3,0.5,0.4,0
Anthony Tolliver,19,10.9,3.4,29.2,36.8,0.3,50.0,0.6,1.5,0.9,0.3,0.1,0.4,1
Devin Booker,76,27.7,11.4,42.3,47.8,2.8,84.0,0.4,2.1,2.6,0.6,0.3,2.1,0
Robin Lopez,60,10.2,2.3,51.8,52.2,0.8,69.1,0.9,1.1,0.1,0.2,0.7,0.5,1
Darnell Jackson,51,8.4,1.7,43.0,41.2,0.5,68.6,0.6,1.1,0.2,0.2,0.1,0.3,0
Sean Singletary,37,8.2,2.3,36.5,41.3,0.5,85.7,0.3,0.7,0.8,0.3,0.0,0.6,0
Kevin Durant,80,34.6,17.1,43.0,44.7,4.9,87.3,0.9,3.5,2.4,1.0,0.9,2.9,1
Jeff Green,80,28.2,9.4,42.7,44.1,2.2,74.4,1.3,3.5,1.5,0.6,0.6,2.0,1
Jamario Moon,78,27.8,7.4,48.5,52.0,0.8,74.1,1.2,5.0,1.2,1.0,1.4,0.7,1
Al Thornton,79,27.3,11.0,42.9,45.0,2.7,74.3,1.2,3.3,1.2,0.6,0.5,1.6,0
Mike Conley,53,26.1,8.3,42.8,47.0,1.7,73.2,0.4,2.2,4.2,0.8,0.0,1.7,1
Stanley Johnson,73,23.1,8.2,37.5,43.3,1.1,78.4,0.8,3.4,1.6,0.8,0.2,1.6,0
Daequan Cook,59,24.4,8.7,38.1,45.4,0.8,82.5,0.3,2.7,1.3,0.4,0.1,1.1,1
Corey Brewer,79,22.8,6.2,37.4,37.9,1.1,80.0,1.0,2.7,1.4,1.0,0.3,1.1,1
Thaddeus Young,74,21.0,6.6,53.9,55.3,1.0,73.8,1.6,2.6,0.8,1.0,0.1,0.9,1
Joakim Noah,74,20.7,5.0,48.2,48.0,1.8,69.1,2.4,3.3,1.1,0.9,0.9,1.2,1
Wilson Chandler,35,19.6,6.9,43.8,45.7,1.0,63.0,1.1,2.5,0.9,0.4,0.5,0.8,1
Rodney Stuckey,57,19.0,6.7,40.1,41.0,2.2,81.4,0.6,1.7,2.8,0.9,0.1,1.4,1
Jared Dudley,73,19.0,4.8,46.8,46.9,1.2,73.7,1.7,2.3,1.1,0.8,0.1,0.7,1
Sean Williams,73,17.5,4.2,53.8,52.4,1.1,60.9,1.6,2.8,0.4,0.4,1.4,1.0,0
Myles Turner,60,22.8,8.8,49.8,50.6,1.5,72.7,1.1,4.4,0.7,0.4,1.4,1.1,0
Carl Landry,42,16.9,5.2,61.6,61.5,1.7,66.1,2.3,2.6,0.5,0.4,0.2,0.6,1
Acie Law,56,15.4,4.2,40.1,41.7,0.7,79.2,0.2,0.8,2.0,0.5,0.0,1.0,0
Nick Young,75,15.4,6.4,43.9,47.7,1.3,81.5,0.3,1.2,0.8,0.5,0.1,1.3,1
Jason Smith,76,14.6,4.1,45.5,47.6,0.7,65.9,1.0,2.0,0.3,0.3,0.7,0.6,1
Glen Davis,69,13.6,3.2,48.4,50.0,1.4,66.0,1.4,1.6,0.4,0.5,0.3,0.9,1
Javaris Crittenton,50,13.6,4.7,42.1,44.7,1.4,69.2,0.5,1.7,1.0,0.4,0.0,1.1,0
Spencer Hawes,71,13.1,4.5,45.9,47.8,0.5,65.5,1.0,2.3,0.6,0.2,0.6,0.8,1
Arron Afflalo,75,12.9,3.2,41.1,42.2,0.9,78.2,0.5,1.3,0.7,0.4,0.1,0.5,1
Aaron Brooks,51,11.9,4.4,41.3,48.9,0.8,85.7,0.3,0.8,1.7,0.3,0.1,0.9,1
C.J. Watson,32,11.5,3.2,42.6,45.3,0.7,79.3,0.4,0.6,1.1,0.5,0.0,0.6,1
Julian Wright,57,11.2,3.0,53.3,56.7,0.6,63.5,0.6,1.5,0.7,0.5,0.2,0.6,0
Chris Richard,52,10.7,1.7,47.1,47.1,0.3,59.3,1.0,1.6,0.3,0.2,0.2,0.5,0
Nick Fazekas,26,10.3,3.2,56.1,56.2,0.6,68.2,1.3,2.1,0.4,0.3,0.4,0.5,0
Aaron Gray,61,10.0,3.3,50.5,51.5,0.9,56.6,1.1,1.6,0.7,0.3,0.3,0.9,1
Dominic McGuire,70,9.9,1.5,37.9,40.0,0.2,43.8,0.8,1.2,0.6,0.3,0.4,0.6,1
Brandan Wright,38,9.9,2.9,55.4,55.2,0.7,67.5,1.0,1.6,0.2,0.2,0.6,0.3,1
Jermareo Davidson,38,8.5,3.3,40.8,39.4,0.5,64.3,0.6,1.1,0.3,0.2,0.4,0.5,0
Mario West,64,4.2,0.8,42.9,37.5,0.3,65.4,0.4,0.3,0.2,0.2,0.1,0.1,0
Demetris Nichols,14,3.1,1.6,26.1,31.2,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.3,0
Willie Cauley-Stein,66,21.4,5.1,56.3,56.9,1.2,64.8,2.0,3.3,0.6,0.7,1.0,0.7,0
Brandon Roy,57,35.4,13.4,45.6,49.3,3.5,83.8,1.0,3.4,4.0,1.2,0.2,2.0,1
Adam Morrison,78,29.8,12.1,37.6,42.6,1.5,71.0,0.7,2.3,2.1,0.4,0.1,1.7,0
Rudy Gay,78,27.0,9.7,42.2,45.9,1.9,72.7,1.2,3.3,1.3,0.9,0.9,1.8,1
Rajon Rondo,78,23.5,5.8,41.8,42.2,1.5,64.7,0.9,2.8,3.8,1.6,0.1,1.8,1
Randy Foye,82,22.9,8.4,43.4,48.8,2.0,85.4,0.6,2.1,2.8,0.7,0.3,1.9,1
LaMarcus Aldridge,63,22.1,7.6,50.3,50.0,1.3,72.2,2.3,2.7,0.4,0.3,1.2,0.7,1
Tarence Kinsey,48,20.1,6.3,45.7,48.4,1.6,79.6,0.6,1.4,0.9,1.1,0.0,1.0,0
Josh Richardson,52,21.3,5.2,45.2,55.8,0.8,66.7,0.4,1.7,1.4,0.7,0.5,0.7,0
Craig Smith,82,18.7,5.6,53.1,53.6,1.4,62.4,1.8,3.3,0.6,0.6,0.2,0.9,1
Shelden Williams,81,18.7,4.5,45.5,44.4,1.4,76.4,1.6,3.8,0.5,0.6,0.5,1.2,1
Paul Millsap,82,18.0,4.9,52.5,51.0,1.7,67.3,2.2,2.9,0.8,0.8,0.9,1.1,1
Rodney Carney,67,17.4,5.9,46.4,49.2,0.8,60.9,0.6,1.3,0.4,0.6,0.3,0.6,1
Marcus Williams,79,16.6,6.7,39.5,43.3,0.9,84.7,0.4,1.7,3.3,0.4,0.0,1.8,0
Daniel Gibson,60,16.5,3.9,42.4,52.6,0.5,71.8,0.5,1.1,1.2,0.4,0.1,0.7,1
Renaldo Balkman,68,15.6,4.0,50.5,51.2,0.8,56.7,1.4,2.9,0.6,0.8,0.7,0.7,1
Rondae Hollis-Jefferson,29,21.2,4.8,45.7,46.9,1.3,71.2,1.3,4.0,1.5,1.3,0.6,0.9,0
Jordan Farmar,72,15.1,4.1,42.2,48.8,0.4,71.1,0.3,1.3,1.9,0.6,0.1,1.0,1
Allan Ray,47,15.1,5.5,38.6,47.3,0.9,76.4,0.4,1.1,0.9,0.4,0.1,0.9,0
Mardy Collins,52,14.9,4.4,38.2,42.0,0.9,58.5,0.5,1.5,1.6,0.6,0.1,1.1,0
J.J. Redick,42,14.8,4.6,41.0,51.1,1.3,90.0,0.2,1.0,0.9,0.3,0.0,0.5,1
Tyrus Thomas,72,13.4,3.9,47.5,48.7,1.5,60.6,1.2,2.5,0.6,0.6,1.1,1.3,1
Alexander Johnson,59,12.8,2.9,53.8,51.7,1.3,66.1,0.8,2.2,0.3,0.4,0.6,0.8,0
Cedric Simmons,43,12.4,3.1,41.7,41.9,0.4,48.5,1.0,1.5,0.3,0.2,0.5,0.5,0
Frank Kaminsky,81,21.1,6.5,41.0,47.7,1.3,73.0,0.9,3.3,1.2,0.5,0.5,0.7,0
Shawne Williams,46,12.1,3.5,46.9,51.4,0.2,55.0,0.7,1.1,0.5,0.1,0.2,0.5,1
Ronnie Brewer,56,12.1,3.4,52.8,52.9,1.0,67.5,0.7,0.7,0.4,0.7,0.1,0.4,1
David Noel,68,11.6,2.6,36.7,44.2,0.5,86.0,0.6,1.2,1.0,0.4,0.1,0.6,0
Solomon Jones,58,11.5,2.2,50.8,50.0,1.0,78.7,0.8,1.5,0.2,0.2,0.7,0.4,1
Leon Powe,63,11.4,2.8,44.6,46.4,1.7,73.6,1.5,1.9,0.2,0.2,0.3,0.8,1
Hilton Armstrong,56,11.3,2.2,54.4,54.5,0.7,59.7,1.0,1.6,0.2,0.2,0.5,0.6,1
Josh Boone,61,11.0,2.8,57.9,57.1,0.9,54.4,1.0,1.8,0.2,0.2,0.3,0.5,0
Lynn Greer,41,10.5,3.4,43.3,50.0,0.7,84.4,0.0,0.6,1.3,0.4,0.0,0.4,0
Chris Quinn,42,9.7,3.1,36.6,43.5,0.6,67.6,0.1,0.6,1.5,0.4,0.0,0.5,1
Anthony Brown,29,20.7,4.3,31.0,38.4,0.6,85.0,0.3,2.1,0.7,0.5,0.2,0.5,0
Quincy Douby,42,8.5,3.0,38.1,41.7,0.3,73.3,0.3,0.6,0.4,0.4,0.1,0.4,0
Hassan Adams,61,8.1,2.2,55.6,54.5,0.4,66.7,0.6,0.7,0.2,0.3,0.1,0.4,0
Bobby Jones,44,7.6,2.1,46.2,47.6,0.5,56.1,0.5,0.8,0.4,0.3,0.0,0.4,1
Andre Brown,38,7.1,1.9,56.8,57.9,0.2,60.0,0.7,1.3,0.1,0.2,0.1,0.8,0
Steve Novak,35,5.5,1.4,36.0,50.0,0.1,100.0,0.1,0.6,0.2,0.1,0.0,0.1,1
Chris Paul,78,36.0,12.1,43.0,45.5,5.1,84.7,0.8,4.3,7.8,2.2,0.1,2.4,1
Raymond Felton,80,30.1,11.0,39.1,44.5,2.0,72.5,1.0,2.4,5.6,1.3,0.1,2.3,1
Charlie Villanueva,81,29.1,11.6,46.3,50.4,1.4,70.6,2.2,4.2,1.1,0.7,0.8,1.2,1
Luther Head,80,28.9,7.9,40.3,49.4,1.1,69.9,0.4,2.9,2.7,1.1,0.1,1.5,1
Deron Williams,80,28.8,10.1,42.1,47.0,1.2,70.4,0.4,2.0,4.5,0.8,0.2,1.8,1
Larry Nance Jr.,63,20.1,4.8,52.7,52.1,0.5,68.1,1.6,3.3,0.7,0.9,0.4,0.7,0
Marvin Williams,79,24.7,6.7,44.3,46.3,2.4,74.7,1.5,3.3,0.8,0.6,0.3,1.1,1
Channing Frye,65,24.2,9.8,47.7,48.0,2.9,82.5,2.1,3.6,0.8,0.5,0.7,1.5,1
Danny Granger,78,22.6,6.1,46.2,49.2,1.5,77.7,1.7,3.2,1.2,0.7,0.8,1.0,1
Ryan Gomes,61,22.6,5.8,48.7,48.3,1.8,75.2,1.7,3.2,1.0,0.6,0.1,0.9,1
Nate Robinson,72,21.4,7.8,40.7,46.2,2.1,75.2,0.8,1.5,2.0,0.8,0.0,1.6,1
Salim Stoudamire,61,20.3,8.1,41.5,48.8,1.6,90.0,0.2,1.7,1.2,0.4,0.1,1.3,0
Jarrett Jack,79,20.2,5.4,44.2,47.2,1.6,80.0,0.2,1.8,2.8,0.5,0.0,1.3,1
T.J. McConnell,81,19.8,5.7,47.0,50.9,0.3,63.4,0.5,2.6,4.5,1.2,0.1,1.7,0
Joey Graham,80,19.8,5.2,47.8,51.9,1.4,81.2,0.7,2.3,0.8,0.5,0.2,1.1,1
Monta Ellis,49,18.1,6.5,41.5,46.2,0.9,71.2,0.4,1.7,1.6,0.7,0.2,1.2,1
Martell Webster,61,17.5,5.7,39.9,50.0,1.0,85.9,0.5,1.7,0.6,0.3,0.2,0.7,1
Rashad McCants,79,17.2,6.8,45.0,51.5,1.0,73.6,0.4,1.4,0.8,0.6,0.3,1.1,0
David Lee,67,16.9,3.4,59.6,58.8,1.1,57.7,1.6,2.9,0.6,0.5,0.3,0.8,1
Alan Anderson,36,15.7,5.0,41.4,49.0,0.9,80.5,0.6,1.3,0.9,0.3,0.1,0.9,1
Orien Greene,80,15.4,3.2,39.5,42.2,0.6,66.2,0.5,1.4,1.6,1.0,0.1,1.4,0
Ike Diogu,69,14.9,4.8,52.4,52.1,2.0,81.0,1.4,1.9,0.4,0.2,0.4,1.1,1
Daniel Ewing,66,14.7,3.9,38.0,42.3,0.5,78.3,0.3,0.9,1.3,0.6,0.1,0.9,0
Gerald Fitch,18,13.3,4.9,33.7,38.8,0.9,73.9,0.4,1.3,1.8,0.4,0.3,0.8,0
James Singleton,59,12.8,2.6,51.0,53.8,0.7,78.0,1.1,2.3,0.5,0.3,0.4,0.5,1
Josh Powell,37,11.6,2.2,45.7,45.5,1.0,80.0,0.8,1.4,0.2,0.2,0.1,0.6,1
Hakim Warrick,68,10.6,3.4,44.3,44.1,1.1,66.1,0.6,1.5,0.4,0.2,0.3,0.8,1
Wayne Simien,43,9.6,2.8,48.3,46.4,0.7,88.2,0.9,1.2,0.2,0.3,0.0,0.6,0
Antoine Wright,39,9.5,2.1,35.8,33.3,0.3,50.0,0.2,0.6,0.3,0.1,0.1,0.5,1
Donell Taylor,51,9.1,2.7,39.0,38.9,0.6,69.8,0.3,0.7,0.9,0.6,0.1,0.7,0
C.J. Miles,23,8.8,3.3,36.8,39.4,0.8,75.0,0.8,0.9,0.7,0.3,0.1,0.4,1
Malcolm Brogdon,32,22.9,6.9,46.2,52.9,0.9,85.7,0.4,2.1,3.6,1.0,0.1,1.5,0
Kevin Burleson,39,8.7,2.3,25.0,32.6,0.4,94.1,0.1,0.6,1.2,0.7,0.1,0.6,0
Shavlik Randolph,57,8.5,1.7,45.4,47.1,0.8,60.6,1.0,1.4,0.3,0.3,0.2,0.4,1
Andrew Bynum,46,7.3,1.8,40.2,38.9,0.2,29.6,0.7,1.0,0.2,0.1,0.5,0.4,1
Lawrence Roberts,33,5.5,1.3,45.5,46.2,0.3,47.8,0.8,0.7,0.2,0.2,0.1,0.1,0
Emeka Okafor,73,35.6,13.7,44.7,44.5,2.9,60.9,3.8,7.1,0.9,0.8,1.7,1.7,1
Andre Iguodala,82,32.8,6.7,49.3,53.7,1.9,74.3,1.1,4.6,3.0,1.7,0.6,1.7,1
Dwight Howard,82,32.6,8.3,52.0,51.8,3.4,67.1,3.5,6.5,0.9,0.9,1.7,2.0,1
Josh Childress,80,29.7,8.0,47.0,48.8,2.4,82.3,2.4,3.6,1.9,0.9,0.4,1.3,1
Josh Smith,74,27.7,8.1,45.5,46.3,2.2,68.8,2.0,4.2,1.7,0.8,1.9,1.8,1
Chris Duhon,82,26.5,6.0,35.2,44.2,0.6,73.1,0.3,2.3,4.9,1.0,0.0,1.4,1
J.R. Smith,76,24.5,9.8,39.4,45.4,1.5,68.9,0.5,1.5,1.9,0.7,0.1,1.4,1
Quinton Ross,78,21.3,4.8,43.2,43.8,0.9,67.3,0.8,1.9,1.4,0.7,0.3,0.7,1
Jameer Nelson,79,20.4,7.9,45.5,49.4,0.9,68.2,0.7,1.8,3.0,1.0,0.0,1.5,1
Bobby Portis,62,17.8,7.0,42.7,45.0,0.8,72.7,2.0,3.5,0.8,0.4,0.3,0.9,0
Sebastian Telfair,68,19.6,6.3,39.3,42.1,1.5,78.9,0.1,1.4,3.3,0.5,0.1,1.8,1
Matt Freije,23,19.2,5.5,29.1,34.5,0.2,62.5,0.7,2.0,0.9,0.6,0.1,0.7,0
Matt Bonner,82,18.9,5.6,53.3,58.0,0.7,78.9,1.3,2.2,0.6,0.5,0.2,0.5,1
David Harrison,43,17.7,4.3,57.6,58.1,1.2,57.1,1.1,2.0,0.3,0.4,1.3,1.2,0
Trevor Ariza,80,17.3,4.9,44.2,44.9,1.5,69.5,1.1,1.9,1.1,0.9,0.2,0.9,1
Nick Collison,82,17.0,4.3,53.7,53.5,1.0,70.3,1.9,2.7,0.4,0.4,0.6,0.8,1
Tony Allen,77,16.4,5.0,47.5,50.0,1.5,73.7,1.1,1.8,0.8,1.0,0.3,1.0,1
Devin Harris,76,15.4,4.8,42.9,50.0,1.0,75.7,0.4,1.0,2.2,1.0,0.3,1.1,1
Jackson Vroman,46,15.3,4.3,41.2,41.9,1.0,64.0,1.4,2.4,0.9,0.5,0.4,1.4,0
Al Jefferson,71,14.8,5.2,52.8,51.9,1.2,63.0,1.7,2.7,0.3,0.3,0.8,0.9,1
Billy Thomas,25,14.2,3.8,36.2,46.1,0.3,77.8,0.3,1.2,0.7,0.6,0.0,0.4,0
Kirk Snyder,68,13.3,4.8,37.2,41.7,0.9,66.7,0.7,1.0,0.5,0.4,0.3,0.8,0
Royal Ivey,62,13.0,3.2,42.9,43.8,0.8,70.1,0.3,1.0,1.7,0.6,0.1,0.9,1
Kris Humphries,67,13.0,4.3,40.4,39.5,0.7,43.6,1.1,1.9,0.6,0.4,0.3,0.8,1
Delonte West,39,13.0,4.0,42.6,50.0,0.5,70.4,0.4,1.3,1.4,0.5,0.2,0.6,1
Andre Barrett,38,12.7,3.3,36.3,42.4,0.4,73.7,0.3,0.8,1.8,0.5,0.0,0.7,0
Lionel Chalmers,36,12.0,3.5,33.6,38.6,0.4,62.5,0.1,0.8,1.4,0.4,0.0,0.7,0
Jerian Grant,76,16.6,5.1,39.4,42.2,1.3,78.0,0.3,1.6,2.3,0.7,0.1,1.1,0
Donta Smith,38,11.4,3.0,38.9,43.3,0.9,68.8,0.5,0.9,1.0,0.6,0.1,0.7,0
James Thomas,11,10.6,1.8,60.0,61.1,0.2,33.3,1.5,1.8,0.4,0.4,0.4,0.6,0
Kevin Martin,45,10.1,2.6,38.5,40.4,0.8,65.5,0.6,0.6,0.5,0.4,0.1,0.5,1
LeBron James,79,39.5,18.9,41.7,43.9,4.4,75.4,1.3,4.2,5.9,1.6,0.7,3.5,1
Carmelo Anthony,82,36.5,17.9,42.6,44.7,5.0,77.7,2.2,3.8,2.8,1.2,0.5,3.0,1
Kirk Hinrich,76,35.6,10.8,38.6,47.7,1.8,80.4,0.6,2.9,6.8,1.3,0.3,2.7,1
Dwyane Wade,61,34.9,13.1,46.5,47.7,3.8,74.7,1.4,2.7,4.5,1.4,0.6,3.2,1
Chris Bosh,75,33.5,9.5,45.9,46.8,2.7,70.1,2.5,4.9,1.0,0.8,1.4,1.4,1
Jarvis Hayes,70,29.2,9.9,40.0,43.4,1.1,78.6,1.0,2.8,1.5,1.0,0.2,1.6,1
T.J. Ford,55,26.8,7.2,38.4,39.6,1.5,81.6,0.7,2.5,6.5,1.1,0.1,2.5,1
Keith Bogans,73,24.5,6.2,40.3,47.6,0.9,63.1,1.5,2.9,1.3,0.6,0.1,1.0,1
Udonis Haslem,75,23.9,6.0,45.9,45.0,1.9,76.5,2.5,3.8,0.7,0.4,0.3,1.0,1
Josh Howard,67,23.7,7.9,43.0,44.9,1.4,70.3,2.2,3.3,1.4,1.0,0.8,1.0,1
Chris Kaman,82,22.5,5.3,46.0,45.3,1.2,69.7,1.5,4.1,1.0,0.3,0.9,1.9,1
Tyus Jones,37,15.5,4.2,35.9,40.5,0.8,71.8,0.2,1.1,2.9,0.8,0.1,0.9,0
Matt Barnes,38,19.1,3.6,45.7,48.6,1.1,70.5,1.4,2.6,1.3,0.7,0.1,1.2,1
Ronald Dupree,47,19.0,6.0,39.4,40.8,1.4,62.9,1.2,2.4,1.2,0.7,0.4,1.1,1
Steve Blake,75,18.6,5.4,38.6,48.1,0.7,82.1,0.2,1.3,2.8,0.8,0.1,1.7,1
Marquis Daniels,56,18.6,7.3,49.4,50.7,1.1,76.9,1.2,1.4,2.1,0.9,0.2,0.8,1
Linton Johnson,41,17.9,5.0,35.5,38.0,0.5,59.5,1.4,3.0,0.7,0.9,0.8,0.9,1
Marcus Banks,81,17.1,5.5,40.0,42.7,1.2,75.6,0.4,1.3,2.2,1.1,0.2,1.5,1
Luke Ridnour,69,16.1,5.1,41.4,45.1,0.9,82.3,0.5,1.1,2.4,0.8,0.1,1.2,1
Willie Green,53,14.5,6.7,40.1,43.3,1.1,72.8,0.3,0.9,1.0,0.5,0.1,1.1,1
Chris McCullough,24,15.1,4.5,40.4,45.6,0.5,47.8,1.0,1.8,0.4,1.2,0.5,0.6,0
Mo Williams,57,13.5,5.3,38.0,39.6,0.8,78.6,0.4,0.9,1.3,0.5,0.0,0.9,1
David West,71,13.1,3.2,47.4,46.9,0.8,71.3,1.6,2.5,0.8,0.4,0.4,0.7,1
Brian Cook,35,12.6,4.0,47.5,47.5,0.6,75.0,0.9,2.0,0.6,0.5,0.5,0.5,1
Travis Hansen,41,12.4,3.2,35.4,37.5,0.5,81.5,0.7,1.0,0.5,0.2,0.2,0.4,0
Kyle Korver,74,11.9,4.4,35.2,48.9,0.3,79.2,0.4,1.1,0.5,0.3,0.1,0.6,1
Norman Powell,49,14.8,4.7,42.4,50.0,0.9,81.1,0.3,1.9,1.0,0.6,0.2,0.7,0
Brandon Hunter,36,11.3,3.2,45.7,46.9,0.5,44.2,1.4,1.9,0.5,0.4,0.0,0.6,0
Jason Kapono,41,10.4,3.1,40.3,50.0,0.5,83.3,0.5,0.9,0.3,0.3,0.1,0.5,1
Luke Walton,72,10.1,2.1,42.5,47.6,0.4,70.5,0.5,1.2,1.6,0.4,0.1,0.6,1
Reece Gaines,38,9.6,2.3,29.1,32.6,0.4,64.0,0.2,0.8,1.1,0.3,0.1,0.5,0
Richie Frahm,54,8.7,2.6,45.3,57.7,0.4,88.5,0.2,0.8,0.4,0.3,0.1,0.1,0
